回测数据基于币安usdt现货的分钟数据
para,累计净值,年化收益,最大回撤,年化收益回撤比
"[220, 3.1, 0.2]",777.2747555029762,5.257440128539429,-0.8445367006800504,6.225235829663713
"[180, 3.5, 0.2]",360.23980643473703,4.062667539526938,-0.6564163350523028,6.189162765431831
"[180, 4.3, 0.3]",175.3996673523842,3.152060049244289,-0.5102369664508126,6.177639521436264
"[220, 1.7, 0.2]",659.0365746948269,4.963471606028618,-0.8043898826154636,6.170479904458708
"[100, 3.5, 0.1]",197.97742462217929,3.292913205657504,-0.5346866807819102,6.158584688965964
"[180, 3.7, 0.5]",180.08194396293973,3.1823069607079653,-0.5169140419550681,6.156356187717149
"[920, 3.1, 0.1]",209.07496554432524,3.357907992290283,-0.548268267786145,6.124571107952673
"[220, 4.7, 0.3]",70.6332100002562,2.2316902840261736,-0.3646548226023032,6.120007595402299
"[380, 2.3, 0.1]",327.87171380403595,3.933035257717763,-0.6488133807741595,6.061889865811481
"[180, 4.1, 0.4]",234.7803847505699,3.4993826721913583,-0.5773474652784177,6.061138019379421
"[180, 3.5, 0.4]",338.45701007671767,3.976410597785203,-0.6564163350523028,6.057756922621929
"[480, 2.3, 0.1]",464.9039253077679,4.431235369254639,-0.7321399355710322,6.052443192841952
"[180, 3.9, 0.3]",214.62325938159566,3.389468854813413,-0.5602339806863899,6.050095088235613
"[160, 1.5, 0.2]",641.0085231257802,4.918073857802519,-0.8133727321238544,6.046519219989823
"[440, 2.1, 0.1]",642.1964607767782,4.936830836955531,-0.8196507018849133,6.023091086974643
"[180, 4.1, 0.2]",168.91556239550613,3.109192129519151,-0.5169527844480561,6.014460552405759
"[900, 3.1, 0.1]",146.8180817535749,2.9534869143798823,-0.4912066141959074,6.012718129243159
"[40, 3.3, 0.2]",255.02466292759766,3.603090711378427,-0.6043222020613724,5.9622014532779195
"[200, 1.9, 0.4]",528.0368605902239,4.62516009763076,-0.7810305429494316,5.921868407558831
"[180, 3.5, 0.3]",316.3596209599641,3.8846947150285978,-0.6564163350523028,5.91803480137201
"[160, 1.1, 0.4]",467.82439134951017,4.4261922520682555,-0.7482157196991222,5.915663271346594
"[320, 1.9, 0.1]",519.3954008376633,4.599645168686034,-0.7803674871318365,5.894204005848033
"[200, 1.9, 0.2]",512.8061113334471,4.579982061376032,-0.781030542949431,5.8640242724445795
"[140, 3.3, 0.2]",378.42899660114495,4.131843695947604,-0.7088664199051944,5.828804383906643
"[200, 3.5, 0.2]",369.3342518250164,4.0975636071443455,-0.7055271270914949,5.8078044766845105
"[260, 1.5, 0.2]",568.4693553667965,4.725460384147473,-0.8144488447695329,5.802034608428539
"[840, 2.9, 0.1]",203.53000038798555,3.325753865961631,-0.5740664653077954,5.7933254543591435
"[400, 2.3, 0.2]",471.63007172514017,4.452772298733798,-0.7704466005242747,5.779469071190357
"[320, 3.3, 0.3]",382.7087885089936,4.147768922760458,-0.7209631657896096,5.753094082438678
"[180, 4.5, 0.2]",105.1992354487629,2.6065738838098103,-0.4541753351289052,5.7391357086135155
"[160, 1.1, 0.5]",420.9560706255958,4.270646535319655,-0.7482157196991228,5.707774406339651
"[440, 1.9, 0.4]",414.3988899603923,4.247897904662844,-0.7460340712873137,5.693973061220803
"[180, 3.7, 0.9]",143.6983232045812,2.9301610230346467,-0.5169140419550681,5.668565342029045
"[180, 3.7, 0.7]",143.6983232045812,2.9301610230346467,-0.5169140419550681,5.668565342029045
"[180, 3.7, 0.8]",143.6983232045812,2.9301610230346467,-0.5169140419550681,5.668565342029045
"[200, 3.5, 0.4]",326.30106121624766,3.926513108388927,-0.6940048861207215,5.657760034424187
"[800, 2.9, 0.1]",157.92717488875306,3.03373982879946,-0.5363893011758083,5.655854473885403
"[180, 1.7, 0.2]",491.2886545548316,4.4998511826855045,-0.7957595990209841,5.654787184749805
"[980, 2.5, 0.1]",151.29709141584277,2.9863558239394683,-0.5300568592552934,5.634029202329665
"[80, 2.9, 0.1]",231.22017074504777,3.4804804670137077,-0.6189981340580387,5.622764069087435
"[200, 3.7, 0.3]",180.91286366241033,3.1876148944005154,-0.5678124377137981,5.613851833247813
"[180, 4.1, 0.3]",189.35058999595935,3.2405400155196267,-0.5773474652784177,5.612807209531822
"[180, 3.9, 0.4]",190.2835817223691,3.246286522065466,-0.5800941535658803,5.596137285835946
"[260, 1.7, 0.3]",357.08499773307375,4.037025667144173,-0.7238247093875411,5.57735265843587
"[40, 3.5, 0.4]",126.70427247735931,2.7962129985787483,-0.5025682246016855,5.563847576704456
"[100, 1.9, 0.1]",445.11507697196913,4.352308579861929,-0.7846541568521288,5.5467858569978095
"[220, 1.5, 0.1]",519.0691868722724,4.583835078400204,-0.828756758867167,5.5309776111701074
"[280, 1.7, 0.2]",380.89801118691395,4.127418974030541,-0.7469677397261285,5.525565234642979
"[220, 4.7, 0.2]",54.87206199399973,2.0145146549026074,-0.36465482260230253,5.524442651070227
"[220, 4.1, 0.4]",129.4178283185925,2.8184410903427075,-0.5105395309471257,5.520514905308285
"[440, 2.5, 0.1]",316.49760729860014,3.8852816218286117,-0.7038818108357522,5.519792615773709
"[140, 1.3, 0.2]",379.00237510611134,4.120375696111816,-0.7477388607872202,5.5104474465509
"[160, 2.7, 0.1]",440.24843864249533,4.3503039373186745,-0.7904042001926106,5.5038977984410575
"[220, 4.1, 0.3]",126.87046378636349,2.797584217053555,-0.5105395309471257,5.479662293463596
"[200, 3.5, 0.3]",305.8435714542114,3.8394098059406474,-0.702444169062699,5.465786428355914
"[200, 1.5, 0.8]",490.5630134845596,4.497611874670063,-0.8277463850719369,5.433562689952659
"[200, 1.5, 0.9]",490.5630134845596,4.497611874670063,-0.8277463850719369,5.433562689952659
"[200, 1.5, 0.7]",490.5630134845596,4.497611874670063,-0.8277463850719369,5.433562689952659
"[200, 1.5, 0.6]",490.5630134845596,4.497611874670063,-0.8277463850719369,5.433562689952659
"[200, 1.5, 0.5]",490.5630134845596,4.497611874670063,-0.8277463850719369,5.433562689952659
"[120, 2.1, 0.1]",398.77698950118287,4.206431968202871,-0.7749837942615666,5.427767650562185
"[520, 2.3, 0.2]",323.2769412311142,3.9138910895863797,-0.722255259797868,5.41898592843994
"[220, 1.9, 0.4]",326.9767428672802,3.9293216641880973,-0.7273336798319343,5.40236451733687
"[280, 2.3, 0.2]",306.6430761567331,3.8428919642870385,-0.7119371789858571,5.397796431647488
"[360, 1.9, 0.1]",511.41486963311297,4.561026798734773,-0.8462360341920689,5.389780881984474
"[840, 3.1, 0.1]",129.0667619191021,2.8155844620009445,-0.5247282764567478,5.365795190252201
"[180, 3.9, 0.2]",152.27037648338958,2.9934047238460106,-0.5579216309126307,5.365278128667449
"[340, 1.9, 0.2]",478.308784963986,4.473938283231748,-0.8344444742704853,5.36157697867566
"[240, 1.7, 0.4]",327.3667835115734,3.9178701270324527,-0.732613419617649,5.347800111383695
"[180, 4.3, 0.6]",118.14507197422668,2.7237595035189894,-0.5102369664508126,5.3382245556713555
"[540, 2.1, 0.1]",205.89142575447715,3.3395239272911956,-0.6259514086565441,5.335116881450415
"[160, 1.1, 0.3]",361.892780749331,4.055620217701997,-0.7606252905181508,5.331955521672492
"[540, 1.5, 0.2]",393.60308188796137,4.173981076682118,-0.7829152248374669,5.331332108848229
"[400, 1.9, 0.2]",320.324582498624,3.8884929965142145,-0.7303792730107281,5.323936672634875
"[300, 2.5, 0.1]",317.6817914718545,3.890310787601975,-0.7310434607351068,5.3215861936444115
"[220, 4.7, 0.5]",49.84701061070101,1.935790578139028,-0.364654822602303,5.3085560868893955
"[120, 3.1, 0.1]",213.4115116755392,3.382626858011525,-0.6372807722250032,5.307906664438369
"[200, 3.7, 0.4]",154.13772274503813,3.006837878605876,-0.5678124377137981,5.295477307105858
"[180, 4.5, 0.4]",115.55058209747646,2.7010478736574153,-0.5102369664508126,5.293712630125162
"[440, 1.7, 0.2]",323.8370923690929,3.9032035791016053,-0.7382232110117486,5.287294575514894
"[40, 3.5, 0.3]",110.10456737815764,2.652145184038213,-0.5025682246016838,5.27718437857905
"[420, 1.7, 0.1]",524.9426058282346,4.601171974618254,-0.8743130602701958,5.262613797849842
"[580, 2.1, 0.1]",321.01594053529755,3.9043981632765794,-0.7428194276868647,5.256187463263921
"[500, 2.1, 0.2]",240.38577704061888,3.5287268008014276,-0.6736379288000204,5.238313714145071
"[140, 2.9, 0.1]",461.6864131067288,4.4208530913368325,-0.8447251488755665,5.233481088164043
"[120, 2.3, 0.1]",364.94027959482844,4.080782287258953,-0.7808671358771582,5.2259623945819635
"[40, 3.5, 0.5]",106.4774100732627,2.618594185150091,-0.5025682246016852,5.210425285493289
"[40, 3.5, 0.6]",106.4774100732627,2.618594185150091,-0.5025682246016852,5.210425285493289
"[40, 3.5, 0.9]",106.4774100732627,2.618594185150091,-0.5025682246016852,5.210425285493289
"[40, 3.5, 0.7]",106.4774100732627,2.618594185150091,-0.5025682246016852,5.210425285493289
"[40, 3.5, 0.8]",106.4774100732627,2.618594185150091,-0.5025682246016852,5.210425285493289
"[200, 1.9, 0.6]",361.07942355264515,4.065915778231766,-0.7810305429494309,5.205834541217193
"[200, 1.9, 0.7]",361.07942355264515,4.065915778231766,-0.7810305429494309,5.205834541217193
"[200, 1.9, 0.9]",361.07942355264515,4.065915778231766,-0.7810305429494309,5.205834541217193
"[200, 1.9, 0.5]",361.07942355264515,4.065915778231766,-0.7810305429494309,5.205834541217193
"[200, 1.9, 0.8]",361.07942355264515,4.065915778231766,-0.7810305429494309,5.205834541217193
"[220, 1.7, 0.3]",431.6335794043028,4.307146395581549,-0.8277404344999372,5.20349884584728
"[180, 4.5, 0.3]",109.9425420416606,2.6506636809961583,-0.5102369664508126,5.1949659771499235
"[420, 1.9, 0.7]",307.08663489527936,3.8319784108142976,-0.7384369747309358,5.1893100453299414
"[420, 1.9, 0.8]",307.08663489527936,3.8319784108142976,-0.7384369747309358,5.1893100453299414
"[420, 1.9, 0.9]",307.08663489527936,3.8319784108142976,-0.7384369747309358,5.1893100453299414
"[180, 4.7, 0.3]",74.42586696360269,2.2785970576792196,-0.4392207515864818,5.187817400359254
"[140, 3.3, 0.1]",297.4976656687744,3.802660289478621,-0.7332244144919735,5.186216135633394
"[220, 4.7, 0.7]",46.971578315217045,1.8881230491978571,-0.364654822602303,5.177836496782239
"[220, 4.7, 0.8]",46.971578315217045,1.8881230491978571,-0.364654822602303,5.177836496782239
"[220, 4.7, 0.9]",46.971578315217045,1.8881230491978571,-0.364654822602303,5.177836496782239
"[220, 4.7, 0.6]",46.971578315217045,1.8881230491978571,-0.364654822602303,5.177836496782239
"[560, 2.1, 0.2]",247.60366945561904,3.565790963768386,-0.6895271877484417,5.171356586260212
"[180, 4.3, 0.5]",107.78396799296979,2.6307738453635787,-0.5102369664508126,5.155984411837373
"[120, 3.5, 0.1]",190.24531351180056,3.2460512214566757,-0.6299437878165576,5.152922029293731
"[400, 1.9, 0.3]",316.8789463070988,3.873948493675573,-0.7539856870978794,5.137960255700016
"[140, 1.1, 0.1]",330.98990436248033,3.9328062179043375,-0.7656098451695159,5.136828167398453
"[360, 2.3, 0.2]",255.85614910112452,3.607220762135076,-0.7029553018757173,5.13150800984048
"[440, 1.9, 0.6]",304.6362889571048,3.821324819853049,-0.7460340712873137,5.12218538928013
"[440, 1.9, 0.9]",304.6362889571048,3.821324819853049,-0.7460340712873137,5.12218538928013
"[440, 1.9, 0.7]",304.6362889571048,3.821324819853049,-0.7460340712873137,5.12218538928013
"[440, 1.9, 0.8]",304.6362889571048,3.821324819853049,-0.7460340712873137,5.12218538928013
"[440, 1.9, 0.5]",304.6362889571048,3.821324819853049,-0.7460340712873137,5.12218538928013
"[420, 2.3, 0.2]",339.81197736888936,3.9818915745698034,-0.7780094832203815,5.118050178627295
"[420, 2.5, 0.2]",260.61581775005664,3.6306770757630655,-0.7107227466384176,5.108429542934249
"[180, 3.9, 0.6]",147.60540436911757,2.9593167579247526,-0.5800941535658811,5.101442136131896
"[160, 1.1, 0.9]",324.034764896643,3.904027999862901,-0.7655980511590369,5.099318100343389
"[160, 1.1, 0.6]",324.034764896643,3.904027999862901,-0.7655980511590369,5.099318100343389
"[160, 1.1, 0.7]",324.034764896643,3.904027999862901,-0.7655980511590369,5.099318100343389
"[160, 1.1, 0.8]",324.034764896643,3.904027999862901,-0.7655980511590369,5.099318100343389
"[240, 1.7, 0.1]",356.3894620702852,4.034320625817405,-0.7942110719377249,5.079658000705562
"[180, 4.1, 0.6]",143.68392771374823,2.930052543913347,-0.5773474652784177,5.075024521845559
"[800, 3.1, 0.1]",112.05914117821253,2.6698938873760993,-0.5270033167485454,5.0661804252932505
"[160, 3.5, 0.4]",252.07296806438777,3.588350175041767,-0.7085216496397111,5.064559674170114
"[220, 2.9, 0.8]",321.48143621022274,3.906356521133965,-0.7742559546749275,5.045303814000442
"[220, 2.9, 0.7]",321.48143621022274,3.906356521133965,-0.7742559546749275,5.045303814000442
"[220, 2.9, 0.6]",321.48143621022274,3.906356521133965,-0.7742559546749275,5.045303814000442
"[220, 2.9, 0.5]",321.48143621022274,3.906356521133965,-0.7742559546749275,5.045303814000442
"[220, 2.9, 0.9]",321.48143621022274,3.906356521133965,-0.7742559546749275,5.045303814000442
"[440, 1.7, 0.6]",310.95834874669157,3.8486869661631102,-0.7630671963668691,5.043706484157038
"[440, 1.7, 0.8]",310.95834874669157,3.8486869661631102,-0.7630671963668691,5.043706484157038
"[440, 1.7, 0.9]",310.95834874669157,3.8486869661631102,-0.7630671963668691,5.043706484157038
"[440, 1.7, 0.7]",310.95834874669157,3.8486869661631102,-0.7630671963668691,5.043706484157038
"[420, 1.3, 0.2]",368.43555676945607,4.0806396615554,-0.8090929816578232,5.043474302785586
"[400, 3.3, 0.3]",229.43827524880783,3.4709405970105474,-0.6902364251461189,5.028625657180828
"[180, 2.7, 0.1]",243.29871846803448,3.5437806321871,-0.704880712172745,5.0274898589062635
"[440, 2.3, 0.2]",329.45972919864306,3.9396065341776136,-0.7874059759890614,5.003272332584307
"[180, 4.7, 0.4]",67.84206825725502,2.19599066408633,-0.43922075158648255,4.999742512516373
"[1000, 2.5, 0.1]",128.83499266642696,2.8136954685220834,-0.5631298540186698,4.996530459968828
"[180, 3.5, 0.6]",194.39982324479757,3.2713984215572856,-0.6564163350523028,4.983724881399581
"[180, 3.5, 0.7]",194.39982324479757,3.2713984215572856,-0.6564163350523028,4.983724881399581
"[180, 3.5, 0.8]",194.39982324479757,3.2713984215572856,-0.6564163350523028,4.983724881399581
"[180, 3.5, 0.9]",194.39982324479757,3.2713984215572856,-0.6564163350523028,4.983724881399581
"[180, 3.5, 0.5]",194.39982324479757,3.2713984215572856,-0.6564163350523028,4.983724881399581
"[320, 2.9, 0.1]",223.27496426039124,3.4375238775777026,-0.691622292229398,4.970232909204062
"[420, 1.9, 0.6]",270.07682218018397,3.663999773473143,-0.7384369747309358,4.961831407220899
"[500, 2.3, 0.1]",273.9391680495168,3.69472677765995,-0.7453396458575114,4.957104855745565
"[220, 1.5, 0.3]",369.57765346965147,4.084973951265378,-0.8260486986807539,4.945197489917133
"[260, 1.5, 0.3]",368.97013481016165,4.0826696105146505,-0.8257453713176544,4.9442234281009325
"[860, 3.1, 0.3]",158.9030782041176,3.040592080274993,-0.6154042704645737,4.9408043236028005
"[160, 1.3, 0.4]",321.45545548803096,3.893241854751394,-0.78928407594821,4.932624353372681
"[420, 1.7, 0.5]",284.6724505565367,3.7321257551370968,-0.7569973791889353,4.930169981745226
"[180, 4.7, 0.2]",47.75450260514883,1.901306843313078,-0.3857086989707489,4.929385436176714
"[420, 1.9, 0.4]",264.8898141573415,3.639146823801319,-0.7384369747309358,4.928175251689305
"[220, 4.1, 0.5]",115.25626346172693,2.6984482126786276,-0.5479957653753691,4.924213622034524
"[420, 1.7, 0.6]",281.5068603528449,3.717568887549657,-0.7569973791889353,4.910940235397839
"[220, 2.9, 0.3]",377.04078747474284,4.126650112362046,-0.8405813291936475,4.909281195099417
"[220, 3.3, 0.2]",329.76841689709784,3.9408812320829254,-0.8043446135132654,4.8994935328399905
"[360, 2.3, 0.3]",224.03110136363262,3.441659248159554,-0.7029553018757173,4.895985902625769
"[220, 1.5, 0.4]",358.46133357396303,4.042367211085873,-0.8260486986807547,4.893618520968262
"[180, 3.9, 0.5]",131.79211940937225,2.8376147791540878,-0.5800941535658811,4.891645195372273
"[440, 1.7, 0.5]",284.13262934638885,3.7296517271641605,-0.7630671963668691,4.887710734941632
"[840, 3.1, 0.3]",169.13043433398155,3.1106316297587098,-0.6367930502514444,4.884839161687529
"[260, 1.7, 0.4]",244.1050219956826,3.535868869287204,-0.7240027397389015,4.8837782997373065
"[240, 1.5, 0.2]",369.94930918100965,4.086382302487234,-0.8375833081122758,4.878777147191507
"[540, 1.5, 0.6]",277.68139434556696,3.6998184820404925,-0.7595893810602138,4.870813855870903
"[220, 2.9, 0.2]",290.66337044459465,3.7720064772425266,-0.7745293312991512,4.870062791444681
"[360, 1.9, 0.2]",413.71039226014943,4.245494227633717,-0.8721489577634282,4.867854498755606
"[220, 1.9, 0.7]",242.46480487346534,3.5394844388907707,-0.7273336798319344,4.866383253018948
"[220, 1.9, 0.5]",242.46480487346534,3.5394844388907707,-0.7273336798319344,4.866383253018948
"[220, 1.9, 0.9]",242.46480487346534,3.5394844388907707,-0.7273336798319344,4.866383253018948
"[220, 1.9, 0.8]",242.46480487346534,3.5394844388907707,-0.7273336798319344,4.866383253018948
"[220, 1.9, 0.6]",242.46480487346534,3.5394844388907707,-0.7273336798319344,4.866383253018948
"[180, 4.1, 0.5]",128.20516058614078,2.8085496697612715,-0.5773474652784177,4.864574348493741
"[420, 1.7, 0.2]",255.11823071652668,3.5913529076046062,-0.7408381968605398,4.847688635418276
"[320, 3.3, 0.2]",221.0842124086331,3.4254849239088907,-0.7073233991294094,4.842883648589965
"[540, 1.5, 0.7]",272.73112989720573,3.6765840300751726,-0.7595893810602138,4.840225682122489
"[540, 1.5, 0.9]",272.73112989720573,3.6765840300751726,-0.7595893810602138,4.840225682122489
"[540, 1.5, 0.8]",272.73112989720573,3.6765840300751726,-0.7595893810602138,4.840225682122489
"[200, 3.7, 0.6]",120.74633555224081,2.7461705173366946,-0.5678124377137981,4.836404303494462
"[160, 2.1, 0.1]",245.22059408557425,3.54157063048196,-0.7325022453881287,4.834893889786507
"[200, 2.1, 0.4]",288.24287539709,3.7610246504459033,-0.778697596631132,4.829891175620895
"[580, 1.9, 0.1]",245.6041843300493,3.54352684295705,-0.7340744162467885,4.82720384273105
"[100, 3.9, 0.1]",135.8139096021265,2.869529607076255,-0.5945479315455586,4.826405836812453
"[340, 1.7, 0.2]",302.2939713917641,3.811082717717734,-0.7899320420115922,4.824570361790447
"[460, 2.3, 0.1]",208.74224112084295,3.355996130477167,-0.6958087488173289,4.823158858208347
"[420, 1.9, 0.5]",247.32341844660553,3.5522674060987756,-0.7384369747309358,4.810522126675895
"[140, 1.3, 0.3]",243.01921807487992,3.530301097033419,-0.7343859866572255,4.807146597530579
"[200, 1.3, 0.2]",333.25642894171403,3.9420896941039274,-0.8208740168130912,4.802307800420391
"[240, 2.9, 0.6]",322.9551606222072,3.9125430191098056,-0.815410234396267,4.798251057035932
"[220, 3.3, 0.5]",288.8011504548042,3.763563464431283,-0.7851041353548326,4.793712445203614
"[220, 3.3, 0.6]",288.8011504548042,3.763563464431283,-0.7851041353548326,4.793712445203614
"[220, 3.3, 0.7]",288.8011504548042,3.763563464431283,-0.7851041353548326,4.793712445203614
"[220, 3.3, 0.8]",288.8011504548042,3.763563464431283,-0.7851041353548326,4.793712445203614
"[220, 3.3, 0.9]",288.8011504548042,3.763563464431283,-0.7851041353548326,4.793712445203614
"[100, 3.3, 0.1]",157.10241576087216,3.0279248691353313,-0.6317417287081426,4.7929790475091405
"[460, 1.3, 0.3]",275.10907182444294,3.6877828836137425,-0.7698451389062893,4.790291835644941
"[380, 1.9, 0.1]",271.5298578679525,3.6708997586340626,-0.7680314970668197,4.779621373151431
"[220, 4.1, 0.6]",106.41621074954749,2.6180210398386214,-0.5479957653753691,4.777447573970422
"[440, 2.1, 0.2]",236.44209437624815,3.50813414520339,-0.7361878940240849,4.76527008075009
"[180, 1.1, 0.4]",374.21187773037235,4.1024620399993905,-0.8648049605675909,4.743800309964518
"[340, 2.7, 0.1]",177.29809240298192,3.164393314267902,-0.6678097636615572,4.738465183434487
"[440, 1.7, 0.4]",259.91235240017943,3.614964149489211,-0.7630671963668691,4.737412598393497
"[120, 3.1, 0.2]",176.59000346265367,3.159804398813015,-0.6675148690340548,4.7336839153643036
"[820, 2.9, 0.1]",149.56426397755567,2.9737242909170982,-0.6288905321919567,4.7285245025909
"[420, 1.7, 0.4]",252.4976857598152,3.5783104744748133,-0.7569973791889353,4.726978682949602
"[120, 3.7, 0.2]",219.13241547832337,3.4146860924955593,-0.7230446683483874,4.722648879073468
"[200, 1.1, 0.2]",394.0482628717033,4.175592725342013,-0.8865521328862838,4.709923500773539
"[540, 2.1, 0.2]",214.34726611093382,3.3879129559528245,-0.7204965672162298,4.702191669063248
"[280, 1.9, 0.1]",238.25234387450618,3.5176173446924874,-0.7482379639440715,4.701201374694507
"[400, 2.5, 0.2]",204.7301212524882,3.332766450966714,-0.7107227466384176,4.689263804669347
"[180, 1.1, 0.5]",335.1586384013097,3.9498457287198923,-0.8429777941843175,4.685586922893791
